/home/david/anaconda3/lib/python3.11/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/david/anaconda3/lib/python3.11/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=ResNet18_Weights.IMAGENET1K_V1`. You can also use `weights=ResNet18_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
/home/david/anaconda3/lib/python3.11/site-packages/torch/nn/modules/conv.py:456: UserWarning: Applied workaround for CuDNN issue, install nvrtc.so (Triggered internally at /opt/conda/conda-bld/pytorch_1702400440653/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:80.)
  return F.conv2d(input, weight, bias, self.stride,
Epoch 1/6, loss: 0.1399
Epoch 1/6, loss: 1.9333
Epoch 1/6, loss: 10.5156
Epoch 1/6, loss: 2.2714
Epoch 1/6, loss: 4.7429
Epoch 1/6, loss: 1.2777
Epoch 1/6, loss: 0.2519
Epoch 1/6, loss: 0.1830
Epoch 1/6, loss: 0.0998
Epoch 1/6, loss: 0.0376
Epoch 1/6, loss: 0.0466
Epoch 1/6, loss: 0.0681
Epoch 1/6, loss: 0.0737
Epoch 1/6, loss: 0.0513
Epoch 1/6, loss: 0.0383
Epoch 1/6, loss: 0.0286
Epoch 1/6, loss: 0.0417
Epoch 1/6, loss: 0.0512
Epoch 1/6, loss: 0.0492
Epoch 1/6, loss: 0.0259
Epoch 1/6, loss: 0.0434
Epoch 1/6, loss: 0.0325
Epoch 1/6, loss: 0.0356
Epoch 1/6, loss: 0.0520
Epoch 1/6, loss: 0.0438
Epoch 1/6, loss: 0.0374
Epoch 1/6, loss: 0.0345
Epoch 1/6, loss: 0.0425
Epoch 1/6, loss: 0.0322
Epoch 1/6, loss: 0.0337
Epoch 1/6, loss: 0.0380
Epoch 1/6, loss: 0.0350
Epoch 1/6, loss: 0.0220
Epoch 1/6, loss: 0.0192
Epoch 1/6, loss: 0.0341
Epoch 1/6, loss: 0.0322
Epoch 1/6, loss: 0.0419
Epoch 1/6, loss: 0.0279
Epoch 1/6, loss: 0.0363
Epoch 1/6, loss: 0.0355
Epoch 1/6, loss: 0.0496
Epoch 1/6, loss: 0.0332
Epoch 1/6, loss: 0.0354
Epoch 1/6, loss: 0.0380
Epoch 1/6, loss: 0.0317
Epoch 1/6, loss: 0.0336
Epoch 1/6, loss: 0.0289
Epoch 1/6, loss: 0.0348
Epoch 1/6, loss: 0.0280
Epoch 1/6, loss: 0.0370
Epoch 1/6, loss: 0.0274
Epoch 1/6, loss: 0.0447
Epoch 1/6, loss: 0.0374
Epoch 1/6, loss: 0.0455
Epoch 1/6, loss: 0.0294
Epoch 1/6, loss: 0.0323
Epoch 1/6, loss: 0.0302
Epoch 1/6, loss: 0.0242
Epoch 1/6, loss: 0.0327
Epoch 1/6, loss: 0.0224
Epoch 1/6, loss: 0.0330
Epoch 1/6, loss: 0.0366
Epoch 1/6, loss: 0.0322
Epoch 1/6, loss: 0.0305
Epoch 1/6, loss: 0.0219
Epoch 1/6, loss: 0.0221
Epoch 1/6, loss: 0.0375
Epoch 1/6, loss: 0.0300
Epoch 1/6, loss: 0.0355
Epoch 1/6, loss: 0.0242
Epoch 1/6, loss: 0.0278
Epoch 1/6, loss: 0.0266
Epoch 1/6, loss: 0.0366
Epoch 1/6, loss: 0.0278
Epoch 1/6, loss: 0.0259
Epoch 1/6, loss: 0.0263
Epoch 1/6, loss: 0.0279
Epoch 1/6, loss: 0.0242
Epoch 1/6, loss: 0.0371
Epoch 1/6, loss: 0.0288
Epoch 1/6, loss: 0.0277
Epoch 1/6, loss: 0.0287
Epoch 1/6, loss: 0.0252
Epoch 1/6, loss: 0.0375
Epoch 1/6, loss: 0.0240
Epoch 1/6, loss: 0.0298
Epoch 1/6, loss: 0.0225
Epoch 1/6, loss: 0.0295
Epoch 1/6, loss: 0.0260
Epoch 1/6, loss: 0.0314
Epoch 1/6, loss: 0.0255
Epoch 1/6, loss: 0.0325
Epoch 1/6, loss: 0.0288
Epoch 1/6, loss: 0.0268
Epoch 1/6, loss: 0.0270
Epoch 1/6, loss: 0.0294
Epoch 1/6, loss: 0.0290
Epoch 1/6, loss: 0.0319
Epoch 1/6, loss: 0.0296
Epoch 1/6, loss: 0.0375
Epoch 1/6, loss: 0.0319
Epoch 1/6, loss: 0.0331
Epoch 1/6, loss: 0.0226
Epoch 1/6, loss: 0.0385
Epoch 1/6, loss: 0.0350
Epoch 1/6, loss: 0.0384
Epoch 1/6, loss: 0.0249
Epoch 1/6, loss: 0.0411
Epoch 1/6, loss: 0.0318
Epoch 1/6, loss: 0.0286
